étape 1,étape 2,étape 3,étape 4,étape 5,étape 6,étape 7,étape 8,étape 9,étape 10,étape 11,étape 12,étape 13,étape 14,étape 15,étape 16,étape 17,étape 18,étape 19,étape 20,acquisition_year,acquisition_mode,creation_date,domain,adn_complet,adn_simplifie,nbExpos,probaExpoAns,probaEvtsAns,artisteDom,natioArtiste
acquisition,exposition,exposition,dépot,exposition,exposition,,,,,,,,,,,,,,,1988,Achat,,Sculpture,AEEDEE,AEDE,,0.13333333333333333,0.2,français,française
acquisition,exposition,exposition,dépot,exposition,exposition,,,,,,,,,,,,,,,1988,Achat,,Sculpture,AEEDEE,AEDE,,0.13333333333333333,0.2,français,française
acquisition,exposition,exposition,exposition,transfert,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEET,AET,,0.16666666666666666,0.16666666666666666,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Dessin,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,dépot,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,1988,Achat,,Peinture,ADEEEEEEE,ADE,,0.23333333333333334,0.3,étranger,espagnole
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1988,Achat,,Oeuvre en 3 dimensions,AED,AED,,0.03333333333333333,0.1,étranger,belge
acquisition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,,1988,Achat,,Oeuvre en 3 dimensions,AEEEE,AE,,0.13333333333333333,0.16666666666666666,,
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Sculpture,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,dépot,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEDE,AEDE,,0.06666666666666667,0.13333333333333333,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Sculpture,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,exposition,transfert,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEET,AET,,0.06666666666666667,0.13333333333333333,étranger,américaine depuis 1942 (française à la naissance)
acquisition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,1988,Achat,,Sculpture,AEEEEE,AE,,0.16666666666666666,0.2,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,1988,Achat,,Oeuvre en 3 dimensions,AEEEEE,AE,,0.16666666666666666,0.2,étranger,allemande
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,,,,,,,,,,,,1988,Achat,,Sculpture,AEEEEEEED,AED,,0.26666666666666666,0.3,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,transfert,,,,,,,,,1988,Achat,,Oeuvre en 3 dimensions,AEEEEEEEEEET,AET,,0.36666666666666664,0.4,français,française
acquisition,exposition,exposition,exposition,transfert,,,,,,,,,,,,,,,,1988,Achat,,Oeuvre en 3 dimensions,AEEET,AET,,0.1,0.16666666666666666,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,transfert,,,,,,,,,,,,,,1988,Achat,,Oeuvre en 3 dimensions,AEEEEET,AET,,0.16666666666666666,0.23333333333333334,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,1988,Achat,,Dessin,AEEEEEEEEEEEE,AE,,0.5,0.43333333333333335,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEEE,AE,,0.16666666666666666,0.2,étranger,américaine et française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,1988,Achat,,Photographie,AEEEEEEEE,AE,,0.26666666666666666,0.3,étranger,américaine et française
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1988,Achat,,Objet,AED,AED,,0.03333333333333333,0.1,français,française
acquisition,exposition,dépot,exposition,exposition,exposition,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEDEEE,AEDE,,0.13333333333333333,0.2,étranger,américaine
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEE,AE,,0.1,0.13333333333333333,étranger,américaine
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEED,AED,,0.1,0.16666666666666666,français,française
acquisition,exposition,exposition,transfert,,,,,,,,,,,,,,,,,1988,Achat,,Dessin,AEET,AET,,0.06666666666666667,0.13333333333333333,français,française (hongroise (avant 1946) à la naissance)
acquisition,exposition,exposition,transfert,,,,,,,,,,,,,,,,,1988,Achat,,Dessin,AEET,AET,,0.06666666666666667,0.13333333333333333,français,française (hongroise (avant 1946) à la naissance)
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Dessin,AEE,AE,,0.06666666666666667,0.1,français,française (hongroise (avant 1946) à la naissance)
acquisition,exposition,exposition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,1988,Achat,,Sculpture,AEEEEED,AED,,0.16666666666666666,0.23333333333333334,français,française
acquisition,exposition,exposition,dépot,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,1988,Achat,,Oeuvre en 3 dimensions,AEEDEEEEEEEEEEEEE,AEDE,,0.5333333333333333,0.5666666666666667,français,française
acquisition,exposition,exposition,exposition,dépot,exposition,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEEDE,AEDE,,0.13333333333333333,0.2,étranger,suisse
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEED,AED,,0.1,0.16666666666666666,étranger,suisse
acquisition,exposition,exposition,exposition,dépot,exposition,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEEDE,AEDE,,0.13333333333333333,0.2,étranger,suisse
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Sculpture,AEEE,AE,,0.1,0.13333333333333333,français,française et suisse
acquisition,exposition,exposition,dépot,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEED,AED,,0.06666666666666667,0.13333333333333333,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,exposition,exposition,dépot,exposition,exposition,,,,,,,,,,,,,1988,Achat,,Peinture,AEEEEDEE,AEDE,,0.2,0.26666666666666666,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AE,AE,,0.03333333333333333,0.06666666666666667,étranger,polonaise
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AE,AE,,0.03333333333333333,0.06666666666666667,étranger,polonaise
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AE,AE,,0.03333333333333333,0.06666666666666667,étranger,polonaise
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Sculpture,AEE,AE,,0.06666666666666667,0.1,étranger,allemande
acquisition,exposition,transfert,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AET,AET,,0.03333333333333333,0.1,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,exposition,exposition,transfert,,,,,,,,,,,,,,,1988,Achat,,Estampe,AEEEET,AET,,0.13333333333333333,0.2,français,française
acquisition,exposition,exposition,dépot,,,,,,,,,,,,,,,,,1988,Achat,,Estampe,AEED,AED,,0.06666666666666667,0.13333333333333333,français,française depuis 1975 (tchécoslovaque à la naissance)
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1988,Achat,,Estampe,AED,AED,,0.03333333333333333,0.1,étranger,allemande (avant 1949)
acquisition,exposition,exposition,dépot,,,,,,,,,,,,,,,,,1988,Achat,,Estampe,AEED,AED,,0.06666666666666667,0.13333333333333333,français,française
acquisition,exposition,exposition,dépot,,,,,,,,,,,,,,,,,1988,Achat,,Estampe,AEED,AED,,0.06666666666666667,0.13333333333333333,français,française
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1988,Achat,,Estampe,AED,AED,,0.03333333333333333,0.1,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Estampe,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Estampe,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1988,Achat,,Estampe,AED,AED,,0.03333333333333333,0.1,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Don,,Estampe,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Don,,Estampe,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Don,,Estampe,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Estampe,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Estampe,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1988,Achat,,Estampe,AED,AED,,0.03333333333333333,0.1,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Estampe,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,dépot,exposition,exposition,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEDEE,AEDE,,0.1,0.16666666666666666,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEEE,AE,,0.16666666666666666,0.2,français,française
acquisition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEE,AE,,0.13333333333333333,0.16666666666666666,français,française
acquisition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEE,AE,,0.13333333333333333,0.16666666666666666,français,française
acquisition,exposition,exposition,exposition,transfert,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEET,AET,,0.1,0.16666666666666666,français,française
acquisition,exposition,exposition,dépot,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEED,AED,,0.06666666666666667,0.13333333333333333,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Sculpture,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Sculpture,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AED,AED,,0.03333333333333333,0.1,étranger,italienne
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,1988,Achat,,Photographie,AEEEEEEEEEEEEEEEEDE,AEDE,,0.5666666666666667,0.6333333333333333,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,1988,Achat,,Photographie,AEEEEEEEEEEEEEDE,AEDE,,0.4666666666666667,0.5333333333333333,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Sculpture,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Oeuvre en 3 dimensions,AE,AE,,0.03333333333333333,0.06666666666666667,étranger,britannique
acquisition,exposition,exposition,transfert,,,,,,,,,,,,,,,,,1988,Achat,,Oeuvre en 3 dimensions,AEET,AET,,0.06666666666666667,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,exposition,transfert,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEEET,AET,,0.13333333333333333,0.2,étranger,israélienne
acquisition,exposition,exposition,exposition,exposition,transfert,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEEET,AET,,0.13333333333333333,0.2,étranger,israélienne
acquisition,exposition,exposition,exposition,exposition,transfert,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEEET,AET,,0.13333333333333333,0.2,étranger,israélienne
acquisition,exposition,exposition,exposition,exposition,transfert,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEEET,AET,,0.13333333333333333,0.2,étranger,israélienne
acquisition,exposition,exposition,exposition,exposition,transfert,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEEET,AET,,0.13333333333333333,0.2,étranger,israélienne
acquisition,exposition,transfert,,,,,,,,,,,,,,,,,,1988,Achat,,Sculpture,AET,AET,,0.03333333333333333,0.1,étranger,belge
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Sculpture,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,transfert,,,,,,,,,,1988,Achat,,Sculpture,AEEEEEEEEET,AET,,0.3,0.36666666666666664,étranger,suisse
acquisition,exposition,exposition,dépot,,,,,,,,,,,,,,,,,1988,Achat,,Oeuvre en 3 dimensions,AEED,AED,,0.06666666666666667,0.13333333333333333,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,exposition,transfert,,,,,,,,,,,,,,1988,Achat,,Oeuvre en 3 dimensions,AEEEEET,AET,,0.2,0.23333333333333334,étranger,américaine (allemande à la naissance)
acquisition,exposition,exposition,exposition,exposition,transfert,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEEET,AET,,0.13333333333333333,0.2,étranger,suisse
acquisition,exposition,exposition,exposition,exposition,transfert,exposition,,,,,,,,,,,,,,1988,Achat,,Oeuvre en 3 dimensions,AEEEETE,AETE,,0.16666666666666666,0.23333333333333334,étranger,américaine depuis 1962 (israélienne à la naissance)
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AE,AE,,0.03333333333333333,0.06666666666666667,français,française et américaine
acquisition,exposition,dépot,exposition,exposition,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEDEE,AEDE,,0.1,0.16666666666666666,français,française
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AED,AED,,0.03333333333333333,0.1,français,française
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AED,AED,,0.03333333333333333,0.1,français,française (allemande à la naissance)
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française (allemande à la naissance)
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AED,AED,,0.03333333333333333,0.1,français,française
acquisition,exposition,exposition,exposition,transfert,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEET,AET,,0.16666666666666666,0.16666666666666666,français,française
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AED,AED,,0.03333333333333333,0.1,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Sculpture,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,transfert,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AETE,AETE,,0.06666666666666667,0.13333333333333333,français,française
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AED,AED,,0.03333333333333333,0.1,étranger,suisse
acquisition,exposition,exposition,transfert,exposition,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEETE,AETE,,0.1,0.16666666666666666,français,française
acquisition,exposition,exposition,transfert,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEET,AET,,0.06666666666666667,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,dépot,exposition,exposition,exposition,exposition,,,,,,,,,,,,,1988,Achat,,Photographie,AEEDEEEE,AEDE,,0.2,0.26666666666666666,français,française depuis 1983 (suisse à la naissance)
acquisition,dépot,,,,,,,,,,,,,,,,,,,1987,Achat en salon,,Peinture,AD,AD,,0,0.06666666666666667,français,française
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1988,Achat,,Objet,AED,AED,,0.03333333333333333,0.1,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Sculpture,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Dessin,AE,AE,,0.03333333333333333,0.06666666666666667,français,française (tchécoslovaque à la naissance)
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AE,AE,,0.03333333333333333,0.06666666666666667,étranger,turque
acquisition,exposition,exposition,exposition,dépot,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,1988,Achat,,Photographie,AEEEDEEEEEEEE,AEDE,,0.36666666666666664,0.43333333333333335,étranger,canadienne
acquisition,exposition,exposition,exposition,transfert,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEET,AET,,0.1,0.16666666666666666,étranger,suisse
acquisition,exposition,exposition,transfert,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEET,AET,,0.13333333333333333,0.13333333333333333,étranger,suisse
acquisition,exposition,exposition,exposition,dépot,exposition,,,,,,,,,,,,,,,1988,Achat,,Oeuvre en 3 dimensions,AEEEDE,AEDE,,0.13333333333333333,0.2,étranger,britannique
acquisition,exposition,exposition,dépot,,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEED,AED,,0.06666666666666667,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEED,AED,,0.1,0.16666666666666666,français,française
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1988,Achat,,Peinture,AEEED,AED,,0.1,0.16666666666666666,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Estampe,AE,AE,,0.03333333333333333,0.06666666666666667,français,française depuis 1975 (tchécoslovaque à la naissance)
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1987,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1987,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1987,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1987,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEE,AE,,0.13333333333333333,0.16666666666666666,étranger,italienne
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEE,AE,,0.1,0.13333333333333333,étranger,italienne
acquisition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEE,AE,,0.13333333333333333,0.16666666666666666,étranger,italienne
acquisition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEE,AE,,0.13333333333333333,0.16666666666666666,étranger,italienne
acquisition,exposition,exposition,dépot,exposition,exposition,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEDEE,AEDE,,0.13333333333333333,0.2,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,1988,Achat,,Photographie,AEEEEEEEEEE,AE,,0.3333333333333333,0.36666666666666664,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEE,AE,,0.13333333333333333,0.16666666666666666,étranger,britannique
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEE,AE,,0.13333333333333333,0.13333333333333333,,
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AE,AE,,0.06666666666666667,0.06666666666666667,,
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AE,AE,,0.06666666666666667,0.06666666666666667,,
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.1,0.1,,
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEE,AE,,0.1,0.13333333333333333,français,française (marocaine à la naissance)
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,1988,Achat,,Photographie,AEEEEEEEEE,AE,,0.3333333333333333,0.3333333333333333,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Oeuvre en 3 dimensions,AEE,AE,,0.06666666666666667,0.1,étranger,espagnole
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEE,AE,,0.13333333333333333,0.16666666666666666,français,française
acquisition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEE,AE,,0.13333333333333333,0.16666666666666666,français,française
acquisition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEE,AE,,0.13333333333333333,0.16666666666666666,français,française
acquisition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEE,AE,,0.13333333333333333,0.16666666666666666,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEEE,AE,,0.16666666666666666,0.2,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEEEE,AE,,0.2,0.23333333333333334,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEEE,AE,,0.16666666666666666,0.2,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,1988,Achat,,Photographie,AEEEEEEE,AE,,0.23333333333333334,0.26666666666666666,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEEE,AE,,0.1,0.13333333333333333,étranger,allemande
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française depuis 1987 (soviétique à la naissance)
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française depuis 1987 (soviétique à la naissance)
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1988,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,1988,Achat,,Photographie,AEEEEEEEEE,AE,,0.3,0.3333333333333333,français,française (brésilienne à la naissance)
